record started at: 10-08-19 04:43:02

file format version: 4
captureMode: Offline
eye resolution: 320x240 
scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
1497 1497 29.96 0:00:00:49.582/600 0:00:00:49.561/600 253.26 192.18 201.48 95.86 -1000.00 -1000.00 45.00 42.00 
1498 1498 29.96 0:00:00:50.02/600 0:00:00:49.582/600 253.37 192.29 201.46 95.88 -1000.00 -1000.00 46.00 43.00 
1499 1499 29.96 0:00:00:50.22/600 0:00:00:50.02/600 253.27 192.58 201.50 95.95 -1000.00 -1000.00 46.00 43.00 
1500 1500 29.96 0:00:00:50.42/600 0:00:00:50.22/600 253.24 192.85 201.51 96.01 -1000.00 -1000.00 46.00 43.00 
1501 1501 29.96 0:00:00:50.62/600 0:00:00:50.42/600 253.02 193.04 201.58 96.06 -1000.00 -1000.00 46.00 43.00 
1502 1502 29.96 0:00:00:50.82/600 0:00:00:50.62/600 250.09 188.29 202.21 94.94 -1000.00 -1000.00 45.00 40.00 
1503 1503 29.96 0:00:00:50.102/600 0:00:00:50.82/600 247.35 182.90 202.77 93.68 -1000.00 -1000.00 45.00 41.00 
1504 1504 29.96 0:00:00:50.122/600 0:00:00:50.102/600 244.81 177.47 203.27 92.41 -1000.00 -1000.00 46.00 41.00 
1505 1505 29.96 0:00:00:50.142/600 0:00:00:50.122/600 242.75 172.19 203.64 91.18 -1000.00 -1000.00 45.00 41.00 
1506 1506 29.96 0:00:00:50.162/600 0:00:00:50.142/600 243.53 171.62 203.41 91.04 -1000.00 -1000.00 45.00 41.00 
1507 1507 29.96 0:00:00:50.182/600 0:00:00:50.162/600 244.28 171.69 203.21 91.06 -1000.00 -1000.00 45.00 41.00 
1508 1508 29.96 0:00:00:50.202/600 0:00:00:50.182/600 244.85 171.70 203.06 91.06 -1000.00 -1000.00 45.00 41.00 
1509 1509 29.96 0:00:00:50.222/600 0:00:00:50.202/600 245.38 171.92 202.93 91.11 -1000.00 -1000.00 46.00 41.00 
1510 1510 29.96 0:00:00:50.242/600 0:00:00:50.222/600 245.92 172.06 202.79 91.15 -1000.00 -1000.00 45.00 41.00 
1511 1511 29.96 0:00:00:50.262/600 0:00:00:50.242/600 246.40 171.89 202.65 91.11 -1000.00 -1000.00 45.00 41.00 
1512 1512 29.96 0:00:00:50.282/600 0:00:00:50.262/600 246.65 171.81 202.58 91.09 -1000.00 -1000.00 44.00 41.00 
1513 1513 29.96 0:00:00:50.302/600 0:00:00:50.282/600 246.58 171.41 202.59 90.99 -1000.00 -1000.00 44.00 40.00 
1514 1514 29.96 0:00:00:50.322/600 0:00:00:50.302/600 246.63 171.25 202.57 90.96 -1000.00 -1000.00 45.00 41.00 
1515 1515 29.96 0:00:00:50.342/600 0:00:00:50.322/600 246.72 171.51 202.55 91.02 -1000.00 -1000.00 45.00 41.00 
1516 1516 29.96 0:00:00:50.362/600 0:00:00:50.342/600 246.66 171.72 202.58 91.07 -1000.00 -1000.00 44.00 40.00 
1517 1517 29.96 0:00:00:50.382/600 0:00:00:50.362/600 246.64 172.15 202.60 91.17 -1000.00 -1000.00 44.00 40.00 
1518 1518 29.96 0:00:00:50.402/600 0:00:00:50.382/600 246.44 172.68 202.67 91.29 -1000.00 -1000.00 44.00 40.00 
1519 1519 29.96 0:00:00:50.422/600 0:00:00:50.402/600 246.18 172.75 202.74 91.31 -1000.00 -1000.00 44.00 40.00 
1520 1520 29.96 0:00:00:50.442/600 0:00:00:50.422/600 246.14 172.74 202.75 91.30 -1000.00 -1000.00 44.00 41.00 
1521 1521 29.96 0:00:00:50.462/600 0:00:00:50.442/600 245.96 172.60 202.79 91.27 -1000.00 -1000.00 44.00 39.00 
1522 1522 29.96 0:00:00:50.482/600 0:00:00:50.462/600 245.79 171.85 202.81 91.10 -1000.00 -1000.00 44.00 40.00 
1523 1523 29.96 0:00:00:50.502/600 0:00:00:50.482/600 245.66 171.44 202.83 91.00 -1000.00 -1000.00 44.00 40.00 
1524 1524 29.96 0:00:00:50.522/600 0:00:00:50.502/600 245.38 170.84 202.89 90.86 -1000.00 -1000.00 44.00 40.00 
1525 1525 29.96 0:00:00:50.542/600 0:00:00:50.522/600 245.38 170.47 202.88 90.77 -1000.00 -1000.00 44.00 40.00 
1526 1526 29.96 0:00:00:50.562/600 0:00:00:50.542/600 245.27 170.52 202.91 90.79 -1000.00 -1000.00 44.00 40.00 
1527 1527 29.96 0:00:00:50.582/600 0:00:00:50.562/600 245.17 170.70 202.94 90.83 -1000.00 -1000.00 45.00 40.00 
1528 1528 29.96 0:00:00:51.02/600 0:00:00:50.582/600 245.31 171.19 202.92 90.94 -1000.00 -1000.00 45.00 41.00 
1529 1529 29.96 0:00:00:51.22/600 0:00:00:51.02/600 245.46 171.66 202.90 91.05 -1000.00 -1000.00 45.00 41.00 
1530 1530 29.96 0:00:00:51.42/600 0:00:00:51.22/600 245.61 172.08 202.87 91.15 -1000.00 -1000.00 45.00 41.00 
1531 1531 29.96 0:00:00:51.62/600 0:00:00:51.42/600 245.92 172.31 202.79 91.20 -1000.00 -1000.00 44.00 41.00 
1532 1532 29.96 0:00:00:51.82/600 0:00:00:51.62/600 246.14 172.59 202.74 91.27 -1000.00 -1000.00 45.00 40.00 
1533 1533 29.96 0:00:00:51.103/600 0:00:00:51.82/600 246.28 172.82 202.72 91.32 -1000.00 -1000.00 45.00 41.00 
1534 1534 29.96 0:00:00:51.123/600 0:00:00:51.103/600 246.61 173.09 202.63 91.39 -1000.00 -1000.00 45.00 42.00 
1535 1535 29.96 0:00:00:51.143/600 0:00:00:51.123/600 246.71 173.34 202.62 91.44 -1000.00 -1000.00 45.00 40.00 
1536 1536 29.96 0:00:00:51.163/600 0:00:00:51.143/600 248.93 170.72 201.93 90.83 -1000.00 -1000.00 44.00 39.00 
1537 1537 29.96 0:00:00:51.183/600 0:00:00:51.163/600 255.62 162.19 199.85 88.84 -1000.00 -1000.00 45.00 38.00 
1538 1538 29.96 0:00:00:51.203/600 0:00:00:51.183/600 262.24 153.48 197.78 86.81 -1000.00 -1000.00 45.00 38.00 
1539 1539 29.96 0:00:00:51.223/600 0:00:00:51.203/600 268.91 144.48 195.69 84.72 -1000.00 -1000.00 45.00 37.00 
1540 1540 29.96 0:00:00:51.243/600 0:00:00:51.223/600 273.51 137.85 194.24 83.17 -1000.00 -1000.00 45.00 38.00 
1541 1541 29.96 0:00:00:51.263/600 0:00:00:51.243/600 273.96 136.94 194.09 82.96 -1000.00 -1000.00 44.00 38.00 
1542 1542 29.96 0:00:00:51.283/600 0:00:00:51.263/600 274.69 135.92 193.86 82.73 -1000.00 -1000.00 45.00 37.00 
1543 1543 29.96 0:00:00:51.303/600 0:00:00:51.283/600 275.70 134.98 193.55 82.51 -1000.00 -1000.00 45.00 37.00 
1544 1544 29.96 0:00:00:51.323/600 0:00:00:51.303/600 276.94 134.35 193.20 82.36 -1000.00 -1000.00 44.00 37.00 
1545 1545 29.96 0:00:00:51.343/600 0:00:00:51.323/600 276.82 134.69 193.24 82.44 -1000.00 -1000.00 43.00 37.00 
1546 1546 29.96 0:00:00:51.363/600 0:00:00:51.343/600 268.58 142.89 195.73 84.35 -1000.00 -1000.00 43.00 39.00 
1547 1547 29.96 0:00:00:51.383/600 0:00:00:51.363/600 260.40 151.35 198.21 86.32 -1000.00 -1000.00 43.00 38.00 
1548 1548 29.96 0:00:00:51.403/600 0:00:00:51.383/600 252.24 159.87 200.68 88.31 -1000.00 -1000.00 44.00 39.00 
1549 1549 29.96 0:00:00:51.423/600 0:00:00:51.403/600 245.11 167.47 202.85 90.08 -1000.00 -1000.00 42.00 39.00 
1550 1550 29.96 0:00:00:51.443/600 0:00:00:51.423/600 245.72 167.51 202.69 90.09 -1000.00 -1000.00 43.00 39.00 
1551 1551 29.96 0:00:00:51.463/600 0:00:00:51.443/600 246.09 167.43 202.58 90.07 -1000.00 -1000.00 43.00 39.00 
1552 1552 29.96 0:00:00:51.483/600 0:00:00:51.463/600 246.46 167.24 202.48 90.02 -1000.00 -1000.00 43.00 39.00 
1553 1553 29.96 0:00:00:51.503/600 0:00:00:51.483/600 253.95 158.51 200.18 87.99 -1000.00 -1000.00 43.00 35.00 
1554 1554 29.96 0:00:00:51.523/600 0:00:00:51.503/600 262.62 148.66 197.52 85.69 -1000.00 -1000.00 43.00 36.00 
1555 1555 29.96 0:00:00:51.543/600 0:00:00:51.523/600 270.60 139.04 195.06 83.45 -1000.00 -1000.00 44.00 35.00 
1556 1556 29.96 0:00:00:51.563/600 0:00:00:51.543/600 277.76 129.63 192.83 81.26 -1000.00 -1000.00 44.00 37.00 
1557 1557 29.96 0:00:00:51.583/600 0:00:00:51.563/600 277.05 129.16 193.00 81.16 -1000.00 -1000.00 43.00 36.00 
1558 1558 29.96 0:00:00:52.03/600 0:00:00:51.583/600 274.27 129.86 193.78 81.32 -1000.00 -1000.00 43.00 36.00 
1559 1559 29.96 0:00:00:52.23/600 0:00:00:52.03/600 271.21 130.97 194.63 81.58 -1000.00 -1000.00 43.00 37.00 
1560 1560 29.96 0:00:00:52.43/600 0:00:00:52.23/600 267.74 132.43 195.61 81.93 -1000.00 -1000.00 44.00 36.00 
1561 1561 29.96 0:00:00:52.63/600 0:00:00:52.43/600 264.02 134.18 196.67 82.34 -1000.00 -1000.00 44.00 37.00 
1562 1562 29.96 0:00:00:52.83/600 0:00:00:52.63/600 260.44 136.01 197.69 82.77 -1000.00 -1000.00 43.00 37.00 
1563 1563 29.96 0:00:00:52.103/600 0:00:00:52.83/600 256.83 137.88 198.72 83.20 -1000.00 -1000.00 43.00 37.00 
1564 1564 29.96 0:00:00:52.123/600 0:00:00:52.103/600 253.50 139.38 199.67 83.55 -1000.00 -1000.00 43.00 37.00 
1565 1565 29.96 0:00:00:52.143/600 0:00:00:52.123/600 250.43 140.33 200.52 83.78 -1000.00 -1000.00 42.00 37.00 
1566 1566 29.96 0:00:00:52.163/600 0:00:00:52.143/600 247.78 141.10 201.25 83.96 -1000.00 -1000.00 43.00 37.00 
1567 1567 29.96 0:00:00:52.183/600 0:00:00:52.163/600 245.58 141.07 201.84 83.95 -1000.00 -1000.00 43.00 37.00 
1568 1568 29.96 0:00:00:52.203/600 0:00:00:52.183/600 241.11 139.07 202.97 83.50 -1000.00 -1000.00 42.00 37.00 
1569 1569 29.96 0:00:00:52.223/600 0:00:00:52.203/600 236.82 137.01 204.04 83.03 -1000.00 -1000.00 43.00 36.00 
1570 1570 29.96 0:00:00:52.244/600 0:00:00:52.223/600 232.83 135.04 205.04 82.58 -1000.00 -1000.00 43.00 36.00 
1571 1571 29.96 0:00:00:52.264/600 0:00:00:52.244/600 229.05 133.29 205.98 82.18 -1000.00 -1000.00 43.00 36.00 
1572 1572 29.96 0:00:00:52.284/600 0:00:00:52.264/600 228.16 133.46 206.23 82.22 -1000.00 -1000.00 43.00 37.00 
1573 1573 29.96 0:00:00:52.304/600 0:00:00:52.284/600 227.76 133.80 206.34 82.30 -1000.00 -1000.00 42.00 37.00 
1574 1574 29.96 0:00:00:52.324/600 0:00:00:52.304/600 227.94 137.50 206.42 83.15 -1000.00 -1000.00 43.00 38.00 
1575 1575 29.96 0:00:00:52.344/600 0:00:00:52.324/600 228.35 140.95 206.43 83.95 -1000.00 -1000.00 43.00 38.00 
1576 1576 29.96 0:00:00:52.364/600 0:00:00:52.344/600 228.80 144.40 206.43 84.74 -1000.00 -1000.00 43.00 38.00 
1577 1577 29.96 0:00:00:52.384/600 0:00:00:52.364/600 229.38 147.62 206.38 85.48 -1000.00 -1000.00 43.00 37.00 
1578 1578 29.96 0:00:00:52.404/600 0:00:00:52.384/600 229.54 147.44 206.33 85.44 -1000.00 -1000.00 43.00 38.00 
1579 1579 29.96 0:00:00:52.424/600 0:00:00:52.404/600 229.75 147.25 206.27 85.40 -1000.00 -1000.00 43.00 38.00 
1580 1580 29.96 0:00:00:52.444/600 0:00:00:52.424/600 230.14 147.00 206.16 85.34 -1000.00 -1000.00 43.00 38.00 
1581 1581 29.96 0:00:00:52.464/600 0:00:00:52.444/600 230.35 146.75 206.09 85.28 -1000.00 -1000.00 43.00 39.00 
1582 1582 29.96 0:00:00:52.484/600 0:00:00:52.464/600 230.39 146.47 206.07 85.22 -1000.00 -1000.00 44.00 39.00 
1583 1583 29.96 0:00:00:52.504/600 0:00:00:52.484/600 230.39 146.37 206.07 85.19 -1000.00 -1000.00 43.00 38.00 
1584 1584 29.96 0:00:00:52.524/600 0:00:00:52.504/600 230.01 146.30 206.17 85.18 -1000.00 -1000.00 44.00 39.00 
1585 1585 29.96 0:00:00:52.544/600 0:00:00:52.524/600 229.70 146.36 206.26 85.19 -1000.00 -1000.00 44.00 39.00 
1586 1586 29.96 0:00:00:52.564/600 0:00:00:52.544/600 229.36 146.49 206.35 85.22 -1000.00 -1000.00 44.00 39.00 
1587 1587 29.96 0:00:00:52.584/600 0:00:00:52.564/600 224.82 149.62 207.66 85.95 -1000.00 -1000.00 43.00 39.00 
1588 1588 29.96 0:00:00:53.04/600 0:00:00:52.584/600 220.13 153.00 209.02 86.73 -1000.00 -1000.00 44.00 39.00 
1589 1589 29.96 0:00:00:53.24/600 0:00:00:53.04/600 214.91 156.44 210.53 87.53 -1000.00 -1000.00 44.00 40.00 
1590 1590 29.96 0:00:00:53.44/600 0:00:00:53.24/600 209.32 160.12 212.14 88.38 -1000.00 -1000.00 43.00 40.00 
1591 1591 29.96 0:00:00:53.64/600 0:00:00:53.44/600 207.28 161.20 212.72 88.64 -1000.00 -1000.00 43.00 39.00 
1592 1592 29.96 0:00:00:53.84/600 0:00:00:53.64/600 204.92 162.24 213.38 88.88 -1000.00 -1000.00 43.00 40.00 
1593 1593 29.96 0:00:00:53.104/600 0:00:00:53.84/600 202.40 163.17 214.08 89.09 -1000.00 -1000.00 43.00 40.00 
1594 1594 29.96 0:00:00:53.124/600 0:00:00:53.104/600 196.76 164.00 215.60 89.29 -1000.00 -1000.00 41.00 40.00 
1595 1595 29.96 0:00:00:53.144/600 0:00:00:53.124/600 185.29 165.62 218.68 89.66 -1000.00 -1000.00 41.00 39.00 
1596 1596 29.96 0:00:00:53.164/600 0:00:00:53.144/600 173.93 167.17 221.73 90.03 -1000.00 -1000.00 40.00 40.00 
1597 1597 29.96 0:00:00:53.184/600 0:00:00:53.164/600 162.65 169.02 224.75 90.45 -1000.00 -1000.00 40.00 39.00 
1598 1598 29.96 0:00:00:53.204/600 0:00:00:53.184/600 154.42 170.88 226.97 90.88 -1000.00 -1000.00 40.00 39.00 
1599 1599 29.96 0:00:00:53.224/600 0:00:00:53.204/600 152.36 172.31 227.56 91.21 -1000.00 -1000.00 40.00 39.00 
1600 1600 29.96 0:00:00:53.244/600 0:00:00:53.224/600 151.19 178.58 228.10 92.65 -1000.00 -1000.00 40.00 42.00 
1601 1601 29.96 0:00:00:53.264/600 0:00:00:53.244/600 150.67 185.03 228.47 94.14 -1000.00 -1000.00 40.00 41.00 
1602 1602 29.96 0:00:00:53.284/600 0:00:00:53.264/600 150.71 191.31 228.69 95.59 -1000.00 -1000.00 40.00 41.00 
1603 1603 29.96 0:00:00:53.304/600 0:00:00:53.284/600 151.00 197.01 228.83 96.91 -1000.00 -1000.00 39.00 41.00 
1604 1604 29.96 0:00:00:53.324/600 0:00:00:53.304/600 151.08 197.67 228.83 97.06 -1000.00 -1000.00 40.00 41.00 
1605 1605 29.96 0:00:00:53.344/600 0:00:00:53.324/600 151.04 197.61 228.84 97.05 -1000.00 -1000.00 40.00 41.00 
1606 1606 29.96 0:00:00:53.365/600 0:00:00:53.344/600 151.01 197.51 228.84 97.03 -1000.00 -1000.00 40.00 41.00 
1607 1607 29.96 0:00:00:53.385/600 0:00:00:53.365/600 150.77 197.06 228.89 96.92 -1000.00 -1000.00 41.00 41.00 
1608 1608 29.96 0:00:00:53.405/600 0:00:00:53.385/600 150.12 196.50 229.04 96.79 -1000.00 -1000.00 40.00 41.00 
1609 1609 29.96 0:00:00:53.425/600 0:00:00:53.405/600 149.21 196.02 229.26 96.68 -1000.00 -1000.00 40.00 40.00 
1610 1610 29.96 0:00:00:53.445/600 0:00:00:53.425/600 145.53 195.86 230.22 96.64 -1000.00 -1000.00 39.00 40.00 
1611 1611 29.96 0:00:00:53.465/600 0:00:00:53.445/600 140.50 196.07 231.54 96.68 -1000.00 -1000.00 39.00 40.00 
1612 1612 29.96 0:00:00:53.485/600 0:00:00:53.465/600 135.17 196.86 232.95 96.86 -1000.00 -1000.00 39.00 40.00 
1613 1613 29.96 0:00:00:53.505/600 0:00:00:53.485/600 129.98 197.95 234.35 97.11 -1000.00 -1000.00 39.00 40.00 
1614 1614 29.96 0:00:00:53.525/600 0:00:00:53.505/600 127.08 199.69 235.17 97.51 -1000.00 -1000.00 39.00 41.00 
1615 1615 29.96 0:00:00:53.545/600 0:00:00:53.525/600 124.99 201.64 235.78 97.96 -1000.00 -1000.00 38.00 40.00 
1616 1616 29.96 0:00:00:53.565/600 0:00:00:53.545/600 121.16 205.02 236.91 98.74 -1000.00 -1000.00 37.00 42.00 
1617 1617 29.96 0:00:00:53.585/600 0:00:00:53.565/600 114.31 211.70 238.94 100.27 -1000.00 -1000.00 36.00 40.00 
1618 1618 29.96 0:00:00:54.05/600 0:00:00:53.585/600 107.84 215.07 240.75 101.04 -1000.00 -1000.00 35.00 34.00 
1619 1619 29.96 0:00:00:54.25/600 0:00:00:54.05/600 100.64 220.34 242.82 102.25 -1000.00 -1000.00 37.00 38.00 
1620 1620 29.96 0:00:00:54.45/600 0:00:00:54.25/600 94.97 224.12 244.43 103.12 -1000.00 -1000.00 35.00 38.00 
1621 1621 29.96 0:00:00:54.65/600 0:00:00:54.45/600 92.44 223.08 245.04 102.87 -1000.00 -1000.00 35.00 34.00 
1622 1622 29.96 0:00:00:54.85/600 0:00:00:54.65/600 89.23 224.58 245.93 103.21 -1000.00 -1000.00 35.00 34.00 
1623 1623 29.96 0:00:00:54.105/600 0:00:00:54.85/600 84.04 228.27 247.41 104.06 -1000.00 -1000.00 33.00 34.00 
1624 1624 29.96 0:00:00:54.125/600 0:00:00:54.105/600 77.58 234.79 249.33 105.56 -1000.00 -1000.00 33.00 34.00 
1625 1625 29.96 0:00:00:54.145/600 0:00:00:54.125/600 70.78 243.59 251.43 107.58 -1000.00 -1000.00 34.00 35.00 
1626 1626 29.96 0:00:00:54.165/600 0:00:00:54.145/600 64.37 252.31 253.43 109.59 -1000.00 -1000.00 33.00 35.00 
1627 1627 29.96 0:00:00:54.185/600 0:00:00:54.165/600 61.40 256.47 254.36 110.55 -1000.00 -1000.00 33.00 35.00 
1628 1628 29.96 0:00:00:54.205/600 0:00:00:54.185/600 60.49 257.48 254.64 110.78 -1000.00 -1000.00 33.00 35.00 
1629 1629 29.96 0:00:00:54.225/600 0:00:00:54.205/600 60.27 257.54 254.70 110.79 -1000.00 -1000.00 34.00 35.00 
1630 1630 29.96 0:00:00:54.245/600 0:00:00:54.225/600 61.66 257.66 254.34 110.82 -1000.00 -1000.00 34.00 35.00 
1631 1631 29.96 0:00:00:54.265/600 0:00:00:54.245/600 65.13 259.56 253.53 111.27 -1000.00 -1000.00 35.00 36.00 
1632 1632 29.96 0:00:00:54.285/600 0:00:00:54.265/600 68.65 263.03 252.77 112.10 -1000.00 -1000.00 36.00 38.00 
1633 1633 29.96 0:00:00:54.305/600 0:00:00:54.285/600 71.92 266.91 252.08 113.01 -1000.00 -1000.00 37.00 40.00 
1634 1634 29.96 0:00:00:54.325/600 0:00:00:54.305/600 74.17 270.71 251.66 113.91 -1000.00 -1000.00 37.00 39.00 
1635 1635 29.96 0:00:00:54.345/600 0:00:00:54.325/600 74.57 272.58 251.63 114.34 -1000.00 -1000.00 36.00 38.00 
1636 1636 29.96 0:00:00:54.365/600 0:00:00:54.345/600 75.02 273.30 251.54 114.52 -1000.00 -1000.00 36.00 39.00 
1637 1637 29.96 0:00:00:54.385/600 0:00:00:54.365/600 75.52 273.74 251.43 114.62 -1000.00 -1000.00 37.00 39.00 
1638 1638 29.96 0:00:00:54.405/600 0:00:00:54.385/600 75.81 274.04 251.37 114.69 -1000.00 -1000.00 36.00 39.00 
1639 1639 29.96 0:00:00:54.425/600 0:00:00:54.405/600 76.05 274.59 251.33 114.82 -1000.00 -1000.00 37.00 39.00 
1640 1640 29.96 0:00:00:54.445/600 0:00:00:54.425/600 75.65 277.94 251.57 115.61 -1000.00 -1000.00 36.00 39.00 
1641 1641 29.96 0:00:00:54.465/600 0:00:00:54.445/600 76.16 284.89 251.71 117.24 -1000.00 -1000.00 37.00 40.00 
1642 1642 29.96 0:00:00:54.485/600 0:00:00:54.465/600 76.73 291.92 251.85 118.89 -1000.00 -1000.00 37.00 40.00 
1643 1643 29.96 0:00:00:54.506/600 0:00:00:54.485/600 77.28 300.20 252.05 120.85 -1000.00 -1000.00 37.00 43.00 
1644 1644 29.96 0:00:00:54.526/600 0:00:00:54.506/600 78.40 303.19 251.88 121.56 -1000.00 -1000.00 37.00 39.00 
1645 1645 29.96 0:00:00:54.546/600 0:00:00:54.526/600 78.78 303.69 251.80 121.68 -1000.00 -1000.00 38.00 43.00 
1646 1646 29.96 0:00:00:54.566/600 0:00:00:54.546/600 79.03 302.81 251.70 121.47 -1000.00 -1000.00 38.00 39.00 
1647 1647 29.96 0:00:00:54.586/600 0:00:00:54.566/600 79.33 300.53 251.53 120.94 -1000.00 -1000.00 38.00 40.00 
1648 1648 29.96 0:00:00:55.06/600 0:00:00:54.586/600 79.59 299.60 251.42 120.72 -1000.00 -1000.00 38.00 39.00 
1649 1649 29.96 0:00:00:55.26/600 0:00:00:55.06/600 79.75 297.45 251.30 120.21 -1000.00 -1000.00 37.00 39.00 
1650 1650 29.96 0:00:00:55.46/600 0:00:00:55.26/600 80.09 296.42 251.17 119.97 -1000.00 -1000.00 37.00 39.00 
1651 1651 29.96 0:00:00:55.66/600 0:00:00:55.46/600 80.51 296.84 251.07 120.07 -1000.00 -1000.00 37.00 43.00 
1652 1652 29.96 0:00:00:55.86/600 0:00:00:55.66/600 81.22 297.51 250.92 120.23 -1000.00 -1000.00 39.00 43.00 
1653 1653 29.96 0:00:00:55.106/600 0:00:00:55.86/600 82.10 297.52 250.69 120.24 -1000.00 -1000.00 39.00 42.00 
1654 1654 29.96 0:00:00:55.126/600 0:00:00:55.106/600 83.46 296.71 250.30 120.05 -1000.00 -1000.00 39.00 42.00 
1655 1655 29.96 0:00:00:55.146/600 0:00:00:55.126/600 85.21 294.11 249.74 119.45 -1000.00 -1000.00 39.00 43.00 
1656 1656 29.96 0:00:00:55.166/600 0:00:00:55.146/600 87.69 291.00 248.97 118.72 -1000.00 -1000.00 40.00 43.00 
1657 1657 29.96 0:00:00:55.186/600 0:00:00:55.166/600 93.65 285.17 247.19 117.37 -1000.00 -1000.00 41.00 43.00 
1658 1658 29.96 0:00:00:55.206/600 0:00:00:55.186/600 100.10 279.40 245.28 116.04 -1000.00 -1000.00 41.00 43.00 
1659 1659 29.96 0:00:00:55.226/600 0:00:00:55.206/600 107.29 273.23 243.16 114.61 -1000.00 -1000.00 42.00 42.00 
1660 1660 29.96 0:00:00:55.246/600 0:00:00:55.226/600 114.78 268.87 241.04 113.61 -1000.00 -1000.00 41.00 47.00 
1661 1661 29.96 0:00:00:55.266/600 0:00:00:55.246/600 119.77 267.00 239.66 113.19 -1000.00 -1000.00 42.00 47.00 
1662 1662 29.96 0:00:00:55.286/600 0:00:00:55.266/600 125.13 263.48 238.12 112.37 -1000.00 -1000.00 43.00 43.00 
1663 1663 29.96 0:00:00:55.306/600 0:00:00:55.286/600 130.81 259.66 236.49 111.49 -1000.00 -1000.00 43.00 43.00 
1664 1664 29.96 0:00:00:55.326/600 0:00:00:55.306/600 137.01 255.01 234.68 110.42 -1000.00 -1000.00 44.00 48.00 
1665 1665 29.96 0:00:00:55.346/600 0:00:00:55.326/600 143.73 249.91 232.72 109.24 -1000.00 -1000.00 44.00 47.00 
1666 1666 29.96 0:00:00:55.366/600 0:00:00:55.346/600 150.85 246.29 230.71 108.41 -1000.00 -1000.00 44.00 47.00 
1667 1667 29.96 0:00:00:55.386/600 0:00:00:55.366/600 158.00 242.97 228.70 107.64 -1000.00 -1000.00 44.00 47.00 
1668 1668 29.96 0:00:00:55.406/600 0:00:00:55.386/600 164.99 238.99 226.71 106.72 -1000.00 -1000.00 44.00 47.00 
1669 1669 29.96 0:00:00:55.426/600 0:00:00:55.406/600 171.96 242.97 225.01 107.68 -1000.00 -1000.00 43.00 48.00 
1670 1670 29.96 0:00:00:55.446/600 0:00:00:55.426/600 178.95 248.02 223.34 108.88 -1000.00 -1000.00 45.00 47.00 
1671 1671 29.96 0:00:00:55.466/600 0:00:00:55.446/600 185.38 253.78 221.84 110.27 -1000.00 -1000.00 44.00 47.00 
1672 1672 29.96 0:00:00:55.486/600 0:00:00:55.466/600 191.26 259.82 220.49 111.72 -1000.00 -1000.00 44.00 47.00 
1673 1673 29.96 0:00:00:55.506/600 0:00:00:55.486/600 196.23 259.30 219.15 111.61 -1000.00 -1000.00 45.00 47.00 
1674 1674 29.96 0:00:00:55.526/600 0:00:00:55.506/600 199.54 262.58 218.38 112.40 -1000.00 -1000.00 45.00 47.00 
1675 1675 29.96 0:00:00:55.546/600 0:00:00:55.526/600 202.79 268.56 217.72 113.83 -1000.00 -1000.00 45.00 49.00 
1676 1676 29.96 0:00:00:55.566/600 0:00:00:55.546/600 205.33 274.73 217.27 115.31 -1000.00 -1000.00 45.00 48.00 
1677 1677 29.96 0:00:00:55.586/600 0:00:00:55.566/600 207.45 281.11 216.93 116.85 -1000.00 -1000.00 44.00 49.00 
1678 1678 29.96 0:00:00:56.06/600 0:00:00:55.586/600 209.94 283.57 216.35 117.45 -1000.00 -1000.00 45.00 49.00 
1679 1679 29.96 0:00:00:56.27/600 0:00:00:56.06/600 211.33 283.49 215.97 117.43 -1000.00 -1000.00 45.00 49.00 
1680 1680 29.96 0:00:00:56.47/600 0:00:00:56.27/600 212.11 283.21 215.75 117.37 -1000.00 -1000.00 43.00 49.00 
1681 1681 29.96 0:00:00:56.67/600 0:00:00:56.47/600 211.51 279.08 215.76 116.38 -1000.00 -1000.00 45.00 47.00 
1682 1682 29.96 0:00:00:56.87/600 0:00:00:56.67/600 210.49 273.63 215.84 115.07 -1000.00 -1000.00 46.00 48.00 
1683 1683 29.96 0:00:00:56.107/600 0:00:00:56.87/600 209.98 267.59 215.76 113.62 -1000.00 -1000.00 47.00 49.00 
1684 1684 29.96 0:00:00:56.127/600 0:00:00:56.107/600 210.02 261.09 215.52 112.07 -1000.00 -1000.00 46.00 48.00 
1685 1685 29.96 0:00:00:56.147/600 0:00:00:56.127/600 211.90 257.56 214.88 111.24 -1000.00 -1000.00 47.00 49.00 
1686 1686 29.96 0:00:00:56.167/600 0:00:00:56.147/600 218.48 251.77 212.91 109.88 -1000.00 -1000.00 46.00 48.00 
1687 1687 29.96 0:00:00:56.187/600 0:00:00:56.167/600 227.29 245.15 210.30 108.33 -1000.00 -1000.00 48.00 49.00 
1688 1688 29.96 0:00:00:56.207/600 0:00:00:56.187/600 237.47 238.30 207.32 106.73 -1000.00 -1000.00 49.00 47.00 
1689 1689 29.96 0:00:00:56.227/600 0:00:00:56.207/600 248.54 231.62 204.10 105.16 -1000.00 -1000.00 49.00 48.00 
1690 1690 29.96 0:00:00:56.247/600 0:00:00:56.227/600 256.97 228.02 201.69 104.33 -1000.00 -1000.00 48.00 48.00 
1691 1691 29.96 0:00:00:56.267/600 0:00:00:56.247/600 265.10 225.59 199.40 103.76 -1000.00 -1000.00 49.00 47.00 
